"PMID"	"YEAR"	"CITY"	"GEOLONG"	"GEOLAT"	"COUNTRY"	"#SAMPLES"	"NO_CCGH"	"NO_ACGH"	"NO_WES"	"NO_WGS"	"STATUS"
16804916	2006	"Gaithersburg"	-77.2	39.14	"United States"	49	0	49	0	0	"sample data in article or supplement"
18056178	2007	"Buffalo"	-93.87	45.17	"United States"	49	0	49	0	0	"sample data in Progenetix"
19290004	2009	"Lund"	13.19	55.71	"Sweden"	49	0	49	0	0	"sample data in GEO"
19863542	2010	"Frankfurt am Main"	8.68	50.12	"Germany"	49	0	49	0	0	"sample data in GEO"
20815046	2010	"London"	-0.13	51.51	"United Kingdom"	49	0	49	0	0	"sample data not accessible"
20967878	2011	"Ulm"	9.99	48.4	"Germany"	49	0	49	0	0	"sample data in article or supplement"
21685375	2011	"Chapel Hill"	-79.06	35.91	"United States"	49	0	49	0	0	"sample data in GEO"
21889114	2011	"Harbin"	126.65	45.75	"China"	49	0	49	0	0	"incomplete [full text missing]"
22071139	2012	"Los Angeles"	-118.24	34.05	"United States"	49	0	49	0	0	"sample data in Progenetix"
22261810	2012	"Los Angeles"	-118.24	34.05	"United States"	49	0	49	0	0	"incomplete"
24072233	2013	"Glasgow"	-4.26	55.87	"United Kingdom"	49	49	0	0	0	"sample data not accessible"
25932961	2015	"Bordeaux"	-0.58	44.84	"France"	49	0	49	0	0	"incomplete"
29804324	2018	"Saint-Cloud"	2.2	48.85	"France"	49	0	49	0	0	"incomplete"
9162197	1996	"Freiburg"	7.85	48	"Germany"	49	49	0	0	0	"sample data in article or supplement [problematic format]"
10534175	1999	"Helsinki"	24.94	60.17	"Finland"	50	50	0	0	0	"sample data in Progenetix"
10824999	2000	"Heidelberg"	8.69	49.41	"Germany"	50	50	0	0	0	"sample data in article or supplement [problematic format]"
10959090	2000	"Hong Kong"	114.16	22.29	"China"	50	50	0	0	0	"sample data in article or supplement [problematic format]"
11169940	2001	"Yamaguchi-shi"	131.47	34.19	"Japan"	50	50	0	0	0	"sample data not accessible"
11856117	2002	"Ulm"	9.99	48.4	"Germany"	50	50	0	0	0	"sample data in Progenetix"
12081210	2002	"Fukuoka-shi"	130.42	33.61	"Japan"	50	50	0	0	0	"sample data in Progenetix"
12738738	2003	"Goettingen"	9.93	51.53	"Germany"	50	50	0	0	0	"sample data in article or supplement [problematic format]"
12907646	2003	"Dundee"	-2.97	56.47	"United Kingdom"	50	50	0	0	0	"sample data in article or supplement [problematic format]"
14513278	2003	"Bochum"	7.22	51.48	"Germany"	50	50	0	0	0	"sample data in Progenetix"
16756886	2006	"Valencia"	-0.38	39.47	"Spain"	50	50	0	0	0	"sample data in Progenetix"
18253961	2008	"Houston"	-95.36	29.76	"United States"	50	0	50	0	0	"sample data in article or supplement"
18311775	2008	"Hannover"	9.73	52.37	"Germany"	50	0	50	0	0	"sample data in Progenetix"
18490921	2008	"Marseille"	5.38	43.3	"France"	50	0	50	0	0	"sample data not accessible"
19373855	2009	"London"	-0.13	51.51	"United Kingdom"	50	0	50	0	0	"sample data in GEO"
19588488	2009	"Chuo"	139.77	35.67	"Japan"	50	0	50	0	0	"sample data not accessible"
19725225	2009	"Interlachen"	-91.15	38.7	"United States"	50	50	0	0	0	"incomplete [full text missing]"
19909553	2009	"Houston"	-95.36	29.76	"United States"	50	0	50	0	0	"sample data not accessible"
20098429	2010	"Boston"	-71.06	42.36	"United States"	50	0	50	0	0	"sample data in GEO"
20196079	2010	"Palma"	2.65	39.57	"Spain"	50	0	50	0	0	"incomplete"
21080181	2011	"Boston"	-71.06	42.36	"United States"	50	5	50	0	0	"sample data in Progenetix"
21411445	2011	"London"	-0.13	51.51	"United Kingdom"	50	0	50	0	0	"sample data not accessible"
22371336	2012	"Soria"	-2.47	41.76	"Spain"	50	0	50	0	0	"incomplete"
25901726	2015	"Shanghai"	121.46	31.22	"China"	50	0	0	0	50	"incomplete"
25922084	2015	"Stockholm"	18.06	59.33	"Sweden"	50	0	0	50	0	"incomplete"
26192918	2015	"Boston"	-71.06	42.36	"United States"	50	0	0	50	0	"incomplete"
30651561	2019	"Portland"	-97.32	27.88	"United States"	50	0	0	50	0	"incomplete"
8993981	1997	"Paris"	2.35	48.85	"France"	50	50	0	0	0	"sample data in Progenetix"
9484946	1998	"Berlin"	13.41	52.52	"Germany"	50	50	0	0	0	"sample data not accessible"
10338001	1999	"Taipei"	121.53	25.05	"Taiwan"	51	51	0	0	0	"sample data in Progenetix"
10735509	2000	"Cambridge UK"	0.12	52.21	"United Kingdom"	51	51	0	0	0	"sample data in Progenetix"
10918397	2000	"Yamaguchi-shi"	131.47	34.19	"Japan"	51	51	0	0	0	"sample data in article or supplement [problematic format]"
11528555	2001	"Dusseldorf"	6.78	51.22	"Germany"	51	51	0	0	0	"sample data not accessible"
11839673	2002	"Yamaguchi-shi"	131.47	34.19	"Japan"	51	51	0	0	0	"sample data not accessible"
11850829	2002	"Stockholm"	18.06	59.33	"Sweden"	51	51	0	0	0	"sample data in Progenetix"
16648866	2006	"Helsinki"	24.94	60.17	"Finland"	51	51	0	0	0	"sample data in Progenetix"
18223555	2008	"Rotterdam"	4.48	51.92	"The Netherlands"	51	51	0	0	0	"sample data not accessible"
18335499	2008	"South San Francisco"	-122.41	37.65	"United States"	51	0	51	0	0	"sample data in GEO"
18765545	2008	"Chuo"	139.77	35.67	"Japan"	51	0	51	0	0	"sample data not accessible"
19276269	2009	"Philadelphia"	-75.16	39.95	"United States"	51	0	51	0	0	"sample data in Progenetix"
19372580	2009	"South San Francisco"	-122.41	37.65	"United States"	51	0	51	0	0	"sample data in GEO"
20955399	2010	"Paris"	2.35	48.85	"France"	51	0	51	0	0	"sample data not accessible"
21884820	2011	"Boston"	-71.06	42.36	"United States"	51	0	51	0	0	"sample data not accessible"
21931021	2011	"Memphis"	-90.05	35.15	"United States"	51	0	51	0	0	"sample data in Progenetix"
22042973	2011	"Tianjin"	117.18	39.14	"China"	51	0	51	0	0	"sample data not accessible"
22045982	2011	"Baltimore"	-76.61	39.29	"United States"	51	0	51	0	0	"sample data in GEO"
22062770	2012	"Oslo"	10.75	59.91	"Norway"	51	51	49	0	0	"sample data in Progenetix"
23483937	2013	"Sao Paulo"	-46.64	-23.55	"Brazil"	51	0	51	0	0	"incomplete"
24121791	2013	"Madrid"	-3.7	40.42	"Spain"	51	0	51	0	0	"incomplete"
24185502	2013	"Nice"	7.27	43.7	"France"	51	0	51	0	0	"incomplete [full text missing]"
25830880	2015	"Tampere"	23.79	61.5	"Finland"	51	0	0	0	51	"incomplete"
26314988	2015	"Rochester"	-70.98	43.3	"United States"	51	0	0	51	0	"incomplete [full text missing]"
10797261	2000	"Hull"	-0.34	53.74	"United Kingdom"	52	52	0	0	0	"sample data in article or supplement [problematic format]"
11170281	2001	"Philadelphia"	-75.16	39.95	"United States"	52	52	0	0	0	"sample data not accessible"
11306503	2001	"Rotterdam"	4.48	51.92	"The Netherlands"	52	52	0	0	0	"sample data in Progenetix"
11433522	2001	"Ulm"	9.99	48.4	"Germany"	52	52	0	0	0	"sample data in article or supplement"
11438741	2001	"San Francisco"	-122.42	37.77	"United States"	52	52	0	0	0	"sample data not accessible"
12857555	2003	"Genoa"	8.92	44.43	"Italy"	52	52	0	0	0	"sample data in Progenetix"
15095269	2004	"Goettingen"	9.93	51.53	"Germany"	52	52	0	0	0	"data included elsewhere"
16820925	2006	"Wroclaw"	17.03	51.1	"Poland"	52	52	0	0	0	"sample data not accessible"
17044061	2007	"Bethesda"	-77.1	38.98	"United States"	52	52	0	0	0	"sample data in Progenetix"
18769486	2008	"Amsterdam"	4.89	52.37	"Netherlands"	52	0	52	0	0	"sample data in Progenetix"
19486517	2009	"Amsterdam"	4.89	52.37	"Netherlands"	52	0	52	0	0	"sample data in GEO"
19582160	2009	"Stanford"	-122.17	37.43	"United States"	52	0	52	0	0	"sample data in GEO"
20459859	2010	"Gent"	3.72	51.05	"Belgium"	52	0	52	0	0	"sample data in Progenetix"
22487468	2012	"Hamburg"	10.02	53.58	"Germany"	52	52	0	0	0	"sample data in Progenetix"
23379751	2013	"Leiden"	4.49	52.16	"Netherlands"	52	0	52	0	0	"incomplete"
24550227	2014	"Rome"	12.51	41.89	"Italy"	52	0	52	0	0	"incomplete"
24952746	2014	"Singapore"	103.85	1.29	"Singapore"	52	0	52	0	0	"sample data in GEO"
25358515	2014	"Regensburg"	12.12	49.03	"Germany"	52	0	52	0	0	"incomplete"
26120819	2015	"Tokyo"	139.69	35.69	"Japan"	52	0	52	0	0	"incomplete"
9284942	1997	"Amsterdam"	4.89	52.37	"Netherlands"	52	52	0	0	0	"sample data in Progenetix"
9788628	1998	"Sutton"	-0.2	51.35	"United Kingdom"	52	52	0	0	0	"sample data in article or supplement [problematic format]"
"GSE13331"	"None"	"Vancouver"	-123.12	49.25	"Canada"	52	0	52	0	0	"sample data in Progenetix"
10209483	1998	"Amsterdam"	4.89	52.37	"Netherlands"	53	53	0	0	0	"sample data in article or supplement [problematic format]"
10421270	1999	"San Francisco"	-122.42	37.77	"United States"	53	53	0	0	0	"sample data in Progenetix"
11107179	2001	"Taipei"	121.53	25.05	"Taiwan"	53	53	0	0	0	"sample data in article or supplement [problematic format]"
12800148	2003	"Sheffield"	-1.47	53.38	"United Kingdom"	53	53	0	0	0	"sample data in Progenetix"
12883713	2003	"Oita"	131.61	33.24	"Japan"	53	53	0	0	0	"sample data not accessible"
15090459	2004	"Ulm"	9.99	48.4	"Germany"	53	53	53	0	0	"sample data in article or supplement [problematic format]"
17157791	2006	"San Francisco"	-122.42	37.77	"United States"	53	0	53	0	0	"sample data in Progenetix"
18698036	2008	"Houston"	-95.36	29.76	"United States"	53	53	3	0	0	"sample data not accessible"
19827872	2009	"Khon Kaen"	102.83	16.45	"Thailand"	53	0	53	0	0	"sample data not accessible"
20339089	2010	"Vancouver"	-123.12	49.25	"Canada"	53	0	53	0	0	"sample data not accessible"
20410162	2010	"Uppsala"	17.64	59.86	"Sweden"	53	0	53	0	0	"sample data not accessible"
21882282	2011	"London"	-0.13	51.51	"United Kingdom"	53	0	53	0	0	"sample data not accessible"
21944119	2011	"Jena"	11.59	50.93	"Germany"	53	0	53	0	0	"sample data not accessible"
22020762	2012	"Amsterdam"	4.89	52.37	"Netherlands"	53	0	53	0	0	"incomplete"
9589690	1998	"New York City"	-74.01	40.71	"United States"	53	53	0	0	0	"sample data in article or supplement [problematic format]"
9950502	1999	"San Francisco"	-122.42	37.77	"United States"	53	53	0	0	0	"sample data in Progenetix"
11964050	2002	"Berlin"	13.41	52.52	"Germany"	54	54	0	0	0	"sample data not accessible"
12181265	2002	"Stockholm"	18.06	59.33	"Sweden"	54	54	0	0	0	"sample data in Progenetix"
12297621	2002	"Stanford"	-122.17	37.43	"United States"	54	0	54	0	0	"sample data in GEO"
12533828	2003	"Amsterdam"	4.89	52.37	"Netherlands"	54	54	0	0	0	"sample data in article or supplement [problematic format]"
15837741	2005	"San Francisco"	-122.42	37.77	"United States"	54	54	54	0	0	"sample data not accessible"
15899798	2005	"Stanford"	-122.17	37.43	"United States"	54	0	54	0	0	"sample data in GEO"
18328560	2008	"Helsinki"	24.94	60.17	"Finland"	54	0	54	0	0	"sample data not accessible"
18490517	2008	"London"	-0.13	51.51	"United Kingdom"	54	0	54	0	0	"sample data in Progenetix"
19380639	2009	"Essen"	7.01	51.46	"Germany"	54	0	54	0	0	"sample data in GEO"
20932292	2010	"Marseille"	5.38	43.3	"France"	54	0	54	0	0	"sample data in GEO"
22094876	2012	"Philadelphia"	-75.16	39.95	"United States"	54	0	54	0	0	"incomplete"
24706357	2014	"Hannover"	9.73	52.37	"Germany"	54	0	54	0	0	"sample data not accessible"
25377784	2015	"Scottsdale"	-111.9	33.51	"United States"	54	0	54	0	0	"incomplete"
8527390	1995	"Nijmegen"	5.84	51.81	"The Netherlands"	54	54	0	0	0	"sample data in article or supplement [problematic format]"
10433931	1999	"Durham"	-78.9	35.99	"United States"	55	55	0	0	0	"sample data not accessible"
12203790	2002	"Dusseldorf"	6.78	51.22	"Germany"	55	55	0	0	0	"sample data in Progenetix"
15221962	2004	"Oslo"	10.75	59.91	"Norway"	55	55	0	0	0	"sample data in Progenetix"
17495976	2007	"London"	-0.13	51.51	"United Kingdom"	55	0	55	0	0	"sample data in Progenetix"
19896763	2010	"Tianjin"	117.18	39.14	"China"	55	0	55	0	0	"sample data in GEO"
20308654	2010	"Toronto"	-79.42	43.7	"Canada"	55	0	55	0	0	"sample data not accessible"
20724749	2010	"Houston"	-95.36	29.76	"United States"	55	0	55	0	0	"sample data in Progenetix"
20871795	2010	"New Brunswick"	-74.45	40.49	"United States"	55	0	55	0	0	"sample data not accessible"
21426551	2011	"Heidelberg"	8.69	49.41	"Germany"	55	0	55	0	0	"sample data not accessible"
21931686	2011	"Leiden"	4.5	52.16	"The Netherlands"	55	0	55	0	0	"sample data in GEO"
22019887	2011	"Salt Lake City"	-111.89	40.76	"United States"	55	0	55	0	0	"incomplete"
22343534	2012	"Cambridge"	-71.11	42.38	"United States"	55	0	0	55	0	"sample data not accessible"
9523192	1998	"Tampere"	23.79	61.5	"Finland"	55	55	0	0	0	"sample data not accessible"
11068328	2000	"Basel"	7.57	47.56	"Switzerland"	56	56	0	0	0	"sample data in article or supplement [problematic format]"
11159178	2001	"Rotterdam"	4.48	51.92	"The Netherlands"	56	56	0	0	0	"sample data in Progenetix"
14977426	2004	"Oslo"	10.75	59.91	"Norway"	56	56	0	0	0	"sample data in Progenetix"
16037640	2005	"Oviedo"	-5.84	43.36	"Spain"	56	56	0	0	0	"sample data in article or supplement [problematic format]"
16585193	2006	"San Antonio"	-98.49	29.42	"United States"	56	0	56	0	0	"sample data in Progenetix"
18698080	2008	"Wuerzburg"	9.95	49.79	"Germany"	56	56	0	0	0	"sample data in Progenetix"
18823530	2008	"Lund"	13.19	55.71	"Sweden"	56	0	56	0	0	"sample data in GEO"
20633762	2010	"Sapporo"	141.35	43.06	"Japan"	56	0	56	0	0	"sample data not accessible"
20647332	2010	"Seattle"	-122.33	47.61	"United States"	56	0	56	0	0	"sample data not accessible"
21478220	2011	"Cambridge UK"	0.12	52.21	"United Kingdom"	56	0	56	0	0	"sample data in GEO"
21544195	2011	"Georgia"	-81.99	33.47	"United States"	56	0	56	0	0	"sample data in Progenetix"
21556796	2011	"Harbin"	126.65	45.75	"China"	56	0	56	0	0	"sample data not accessible"
23028731	2012	"Cambridge"	0.12	52.2	"United Kingdom"	56	0	56	0	0	"incomplete"
23850804	2013	"Amsterdam"	4.89	52.37	"Netherlands"	56	0	56	0	0	"incomplete"
26235493	2015	"Mannheim"	8.48	49.5	"Germany"	56	0	56	0	0	"incomplete"
28608921	2017	"Hong Kong"	114.16	22.29	"China"	56	0	0	56	0	"incomplete"
28622513	2017	"Houston"	-95.36	29.76	"United States"	378	0	378	378	0	"incomplete"
8521410	1995	"San Francisco"	-122.42	37.77	"United States"	56	56	0	0	0	"sample data not accessible"
9474851	1997	"Basel"	7.57	47.56	"Switzerland"	56	56	0	0	0	"incomplete"
10604412	1999	"Hull"	-0.34	53.74	"United Kingdom"	57	57	0	0	0	"sample data in article or supplement [problematic format]"
11029490	2000	"Jena"	11.59	50.93	"Germany"	57	57	0	0	0	"sample data in Progenetix"
11338473	2000	"Muenster"	7.63	51.96	"Germany"	57	57	0	0	0	"sample data not accessible"
15539380	2004	"Muenster"	7.63	51.96	"Germany"	57	57	0	0	0	"sample data in Progenetix"
17099711	2006	"Paris"	2.35	48.85	"France"	57	0	57	0	0	"sample data in Progenetix"
18381933	2008	"Paris"	2.35	48.85	"France"	57	0	57	0	0	"sample data not accessible"
19261849	2009	"Bergen"	5.32	60.39	"Norway"	57	0	57	0	0	"sample data in GEO"
19419571	2009	"South San Francisco"	-122.41	37.65	"United States"	57	0	57	0	0	"sample data in GEO"
20052518	2010	"London"	-0.13	51.51	"United Kingdom"	57	57	0	0	0	"sample data in Progenetix"
20959611	2010	"Bethesda"	-77.1	38.98	"United States"	57	0	57	0	0	"sample data not accessible"
21143592	2011	"Aliso Viejo"	-117.73	33.57	"United States"	57	0	57	0	0	"sample data not accessible"
21325596	2011	"Paris"	2.35	48.85	"France"	57	0	57	0	0	"sample data in ArrayExpress"
23622249	2013	"Boston"	-71.06	42.36	"United States"	57	0	55	0	57	"incomplete"
29885407	2018	"Kaohsiung"	120.31	22.62	"Taiwan"	57	0	0	57	0	"incomplete"
10092127	1999	"Kamigyo Ward"	135.75	35.03	"Japan"	58	58	0	0	0	"sample data not accessible"
10213495	1999	"Cape Town"	18.42	-33.93	"South Africa"	58	58	0	0	0	"sample data in Progenetix"
12547153	2002	"Paris"	2.35	48.85	"France"	58	58	0	0	0	"sample data in Progenetix"
12699889	2003	"Seoul"	126.98	37.57	"Korean Republic"	58	58	0	0	0	"sample data not accessible"
16001072	2005	"Boston"	-71.06	42.36	"United States"	58	0	58	0	0	"sample data in GEO"
17170743	2007	"Stockholm"	18.06	59.33	"Sweden"	58	58	0	0	0	"sample data in Progenetix"
18765546	2008	"Gaithersburg"	-77.2	39.14	"United States"	58	0	58	0	0	"sample data not accessible"
18922857	2009	"Cold Spring Harbor"	-73.47	40.86	"United States"	58	0	58	0	0	"sample data in Progenetix"
19006194	2009	"Cambridge UK"	0.12	52.21	"United Kingdom"	58	0	58	0	0	"sample data not accessible"
19074898	2008	"Washington"	-89.41	40.7	"United States"	58	0	58	0	0	"sample data in GEO"
20159821	2010	"Oslo"	10.75	59.91	"Norway"	58	58	20	0	0	"sample data in Progenetix"
21314952	2011	"Toronto"	-79.42	43.7	"Canada"	58	0	58	0	0	"sample data not accessible"
21347779	2011	"New York City"	-74.01	40.71	"United States"	58	0	58	0	0	"sample data not accessible"
21852505	2011	"Washington"	-89.41	40.7	"United States"	58	0	58	0	0	"sample data in GEO"
9327749	1997	"Helsinki"	24.94	60.17	"Finland"	58	58	0	0	0	"sample data in Progenetix"
12207585	2002	"London"	-0.13	51.51	"United Kingdom"	59	59	0	0	0	"sample data in Progenetix"
12213724	2002	"Barcelona"	2.16	41.39	"Spain"	59	59	0	0	0	"sample data in Progenetix"
12508242	2003	"Saitama"	139.66	35.91	"Japan"	59	59	0	0	0	"sample data in article or supplement [problematic format]"
14507650	2003	"Seoul"	126.98	37.57	"Korean Republic"	59	59	0	0	0	"sample data not accessible"
15504248	2004	"Nagoya-shi"	136.91	35.18	"Japan"	59	59	0	0	0	"sample data in Progenetix"
16909113	2007	"Bonn"	7.1	50.73	"Germany"	59	59	10	0	0	"sample data in Progenetix"
17032499	2006	"Porto"	-8.61	41.15	"Portugal"	59	59	0	0	0	"sample data in Progenetix"
17087931	2006	"Seoul"	126.98	37.57	"Korean Republic"	59	0	59	0	0	"sample data in article or supplement"
17417968	2007	"Paris"	2.35	48.85	"France"	59	0	59	0	0	"sample data in Progenetix"
19402094	2009	"Houston"	-95.36	29.76	"United States"	59	0	59	0	0	"sample data in GEO"
19461508	2009	"Houston"	-95.36	29.76	"United States"	59	0	59	0	0	"incomplete"
20070913	2010	"Yamaguchi-shi"	131.47	34.19	"Japan"	59	0	59	0	0	"sample data not accessible"
21811585	2011	"Oita"	131.61	33.24	"Japan"	59	0	59	0	0	"sample data in GEO"
22112813	2012	"Paris"	2.35	48.85	"France"	59	0	59	0	0	"sample data in ArrayExpress"
22825469	2012	"Bethesda"	-77.1	38.98	"United States"	59	0	59	0	0	"sample data not accessible"
24162157	2013	"Amsterdam"	4.89	52.37	"Netherlands"	59	0	59	0	0	"sample data in article or supplement"
25881098	2015	"Otsu-shi"	135.87	35	"Japan"	59	0	59	0	0	"incomplete"
25886454	2015	"New York City"	-74.01	40.71	"United States"	59	0	59	0	0	"incomplete"
30291535	2018	"Ann Arbor"	-83.74	42.28	"United States"	59	0	59	0	0	"incomplete"
30322867	2018	"New York City"	-74.01	40.71	"United States"	87	0	87	74	0	"incomplete"
9405679	1997	"Heidelberg"	8.69	49.41	"Germany"	59	59	0	0	0	"sample data in Progenetix"
11746992	2002	"Yamaguchi-shi"	131.47	34.19	"Japan"	60	60	0	0	0	"sample data in Progenetix"
12532419	2003	"Athens"	23.72	37.98	"Greece"	60	60	0	0	0	"sample data not accessible"
12810664	2003	"Singapore"	103.85	1.29	"Singapore"	60	60	0	0	0	"sample data in Progenetix"
15372456	2004	"Taipei"	121.53	25.05	"Taiwan"	60	0	60	0	0	"sample data not accessible"
15531920	2005	"London"	-0.13	51.51	"United Kingdom"	60	0	60	0	0	"sample data not accessible"
15993271	2005	"Bangkok"	100.5	13.75	"Thailand"	60	60	0	0	0	"sample data in Progenetix"
16648555	2006	"Bethesda"	-77.1	38.98	"United States"	60	0	60	0	0	"sample data in ArrayExpress"
16864856	2006	"Ulm"	9.99	48.4	"Germany"	60	60	60	0	0	"sample data in Progenetix"
20303590	2010	"Helsinki"	24.94	60.17	"Finland"	60	0	60	0	0	"sample data not accessible"
21151896	2010	"Villejuif"	2.36	48.79	"France"	60	0	60	0	0	"sample data not accessible"
21386901	2011	"Navi Mumbai"	73.02	19.04	"India"	60	0	60	0	0	"sample data in GEO"
21504706	2011	"Vejle"	9.54	55.71	"Denmark"	60	0	60	0	0	"sample data in Progenetix"
22347499	2012	"Toronto"	-79.42	43.7	"Canada"	60	0	60	0	0	"incomplete"
22691236	2012	"Tainan"	120.21	22.99	"Taiwan"	60	0	60	0	0	"sample data in GEO"
23417712	2013	"Montreal"	-73.59	45.51	"Canada"	60	0	0	60	0	"sample data not accessible"
23583282	2013	"Houston"	-95.36	29.76	"United States"	60	0	60	0	0	"sample data not accessible"
26806338	2016	"Tokyo"	139.69	35.69	"Japan"	60	0	0	60	0	"incomplete"
27161658	2016	"Ann Arbor"	-83.74	42.28	"United States"	60	0	60	0	0	"sample data in article or supplement"
27165744	2016	"Houston"	-95.36	29.76	"United States"	90	0	90	90	0	"incomplete"
10879743	2000	"Rotterdam"	4.48	51.92	"The Netherlands"	61	61	0	0	0	"sample data in Progenetix"
11528115	2001	"Mainz"	8.28	49.98	"Germany"	61	61	0	0	0	"sample data in Progenetix"
16007576	2005	"Oslo"	10.75	59.91	"Norway"	61	61	0	0	0	"data included elsewhere"
16528379	2006	"Kuwait City"	47.98	29.37	"Kuwait"	61	61	10	0	0	"sample data in article or supplement [problematic format]"
17044049	2007	"Luebeck"	10.69	53.87	"Germany"	61	0	61	0	0	"sample data in Progenetix"
17133270	2007	"London"	-0.13	51.51	"United Kingdom"	61	0	61	0	0	"sample data not accessible"
18371186	2008	"Bonn"	7.1	50.73	"Germany"	61	61	22	0	0	"sample data in Progenetix"
19118030	2009	"Nagoya-shi"	136.91	35.18	"Japan"	61	0	61	0	0	"sample data in article or supplement"
19435819	2009	"Los Angeles"	-118.24	34.05	"United States"	61	0	61	0	0	"sample data not accessible"
21730190	2011	"Scottsdale"	-111.9	33.51	"United States"	61	0	61	0	0	"sample data in GEO"
21953568	2011	"Pavia"	9.16	45.19	"Italy"	61	0	61	0	0	"sample data not accessible"
27060156	2016	"Los Angeles"	-118.24	34.05	"United States"	61	0	0	61	0	"incomplete"
29808933	2018	"Oxford"	-1.26	51.75	"United Kingdom"	61	0	0	0	61	"incomplete"
9331100	1997	"Lille"	3.06	50.63	"France"	61	61	0	0	0	"sample data in article or supplement [problematic format]"
10416613	1999	"Basel"	7.57	47.56	"Switzerland"	62	62	0	0	0	"sample data not accessible"
10930378	2000	"Taipei"	121.53	25.05	"Taiwan"	62	62	0	0	0	"sample data in Progenetix"
11120330	2000	"Hong Kong"	114.16	22.29	"China"	62	62	0	0	0	"sample data in Progenetix"
11153610	2000	"Dresden"	13.74	51.05	"Germany"	62	62	0	0	0	"sample data not accessible"
11156736	2000	"Olomouc"	17.25	49.6	"Czech Republic"	62	62	0	0	0	"sample data in Progenetix"
11550284	2001	"Muenster"	7.63	51.96	"Germany"	62	62	0	0	0	"sample data not accessible"
11746977	2001	"Zurich"	8.55	47.37	"Switzerland"	62	62	0	0	0	"sample data in Progenetix"
12029633	2002	"Tokyo"	139.69	35.69	"Japan"	62	62	0	0	0	"sample data in Progenetix"
12353264	2002	"Taipei"	121.53	25.05	"Taiwan"	62	62	0	0	0	"sample data in Progenetix"
17804737	2007	"Ann Arbor"	-83.74	42.28	"United States"	62	0	62	0	0	"sample data in GEO"
18649361	2008	"Seoul"	126.98	37.57	"Korean Republic"	62	0	62	0	0	"sample data in Progenetix"
22225770	2012	"Bethesda"	-77.1	38.98	"United States"	62	0	62	0	0	"sample data not accessible"
27002761	2016	"Dayton"	-84.19	39.76	"United States"	62	0	62	0	0	"incomplete"
10666385	2000	"Munich"	11.58	48.14	"Germany"	63	63	0	0	0	"sample data not accessible"
12414648	2002	"San Francisco"	-122.42	37.77	"United States"	63	63	0	0	0	"sample data not accessible"
16337857	2005	"Goeteborg"	11.97	57.71	"Sweden"	63	63	0	0	0	"sample data in Progenetix"
19697059	2009	"Amsterdam"	4.89	52.37	"Netherlands"	63	0	63	0	0	"sample data not accessible"
20570930	2010	"Sutton"	-0.2	51.35	"United Kingdom"	63	0	63	0	0	"sample data in Progenetix"
20591577	2010	"Tianjin"	117.18	39.14	"China"	63	63	0	0	0	"sample data in Progenetix"
21135111	2011	"Paris"	2.35	48.85	"France"	63	0	63	0	0	"sample data not accessible"
22025283	2012	"London"	-0.13	51.51	"United Kingdom"	63	0	63	0	0	"sample data in article or supplement"
22145865	2012	"Oita"	131.61	33.24	"Japan"	63	0	63	0	0	"incomplete [full text missing]"
22190243	2012	"Paris"	2.35	48.85	"France"	63	0	63	0	0	"data included elsewhere"
22941188	2012	"Koeln"	6.95	50.93	"Germany"	63	0	63	29	2	"sample data not accessible"
22960745	2012	"Cambridge"	-71.11	42.38	"United States"	503	0	503	178	19	"incomplete"
23716380	2013	"London"	-0.13	51.51	"United Kingdom"	63	0	63	0	0	"incomplete"
27022003	2016	"Lund"	13.19	55.71	"Sweden"	63	0	63	0	0	"incomplete"
10638968	2000	"Berlin"	13.41	52.52	"Germany"	64	64	0	0	0	"sample data not accessible"
15138198	2004	"San Francisco"	-122.42	37.77	"United States"	64	0	64	0	0	"sample data in article or supplement"
15695375	2005	"London"	-0.13	51.51	"United Kingdom"	64	0	64	0	0	"sample data in GEO"
16317097	2006	"New York City"	-74.01	40.71	"United States"	64	0	64	0	0	"sample data in article or supplement"
17213022	2007	"Goeteborg"	11.97	57.71	"Sweden"	64	64	0	0	0	"sample data in Progenetix"
17875689	2007	"Stanford"	-122.17	37.43	"United States"	64	0	64	0	0	"sample data in GEO"
22036564	2011	"New York City"	-74.01	40.71	"United States"	64	0	64	0	0	"incomplete"
24842110	2014	"Warsaw"	21.01	52.23	"Poland"	64	0	64	0	0	"incomplete"
25460568	2014	"Mexico City"	-99.13	19.43	"Mexico"	64	0	64	0	0	"incomplete"
28429735	2017	"Brussels"	4.35	50.85	"Belgium"	64	0	64	51	0	"incomplete"
9460997	1998	"Helsinki"	24.94	60.17	"Finland"	64	64	0	0	0	"sample data in Progenetix"
18375747	2008	"Kuwait City"	47.98	29.37	"Kuwait"	65	65	0	0	0	"sample data not accessible"
18553563	2008	"Paris"	2.35	48.85	"France"	65	0	65	0	0	"sample data not accessible"
21853135	2011	"Taoyuan"	121.3111111	24.9888889	"China"	65	0	65	0	0	"incomplete"
22776144	2012	"New York City"	-74.01	40.71	"United States"	65	0	65	0	0	"sample data not accessible"
24974848	2014	"Maryland City"	-76.82	39.09	"United States"	65	0	65	0	0	"incomplete"
25322691	2014	"Boston"	-71.06	42.36	"United States"	65	0	65	0	0	"incomplete"
25655188	2015	"Copenhagen"	12.57	55.68	"Denmark"	65	0	65	0	0	"incomplete"
25678190	2015	"Minneapolis"	-93.26	44.98	"United States"	65	0	65	0	0	"incomplete"
