"PMID"	"First author"	"CITY"	"GEOLONG"	"GEOLAT"	"COUNTRY"	"#SAMPLES"		"PMID"
16652080	"Sparano A"	"Philadelphia"	-75.16	39.95	"United States"	21		16652080
16681770	"O'Toole SA"	"Dublin"	-6.25	53.33	"Ireland"	8		16681770
16702559	"Strefford JC"	"Southampton"	-1.4	50.9	"United Kingdom"	10		16702559
16705311	"Coe BP"	"Vancouver"	-123.12	49.25	"Canada"	41		16705311
16715129	"Järvinen AK"	"Helsinki"	24.94	60.17	"Finland"	20		16715129
16718352	"Rickert CH"	"Muenster"	7.63	51.96	"Germany"	4		16718352
16721385	"Rücker FG"	"Ulm"	9.99	48.4	"Germany"	17		16721385
16728973	"Clausen OP"	"Oslo"	10.75	59.91	"Norway"	169		16728973
16737908	"Osterberg L"	"Goeteborg"	11.97	57.71	"Sweden"	20		16737908
16737909	"Uchida K"	"Yamaguchi-shi"	131.47	34.19	"Japan"	11		16737909
16737915	"Vauhkonen H"	"Helsinki"	24.94	60.17	"Finland"	7		16737915
16753589	"Mayr D"	"Munich"	11.58	48.14	"Germany"	26		16753589
16756668	"Braude I"	"Toronto"	-79.42	43.7	"Canada"	5		16756668
16756886	"Noguera Salvá R"	"Valencia"	-0.38	39.47	"Spain"	50		16756886
16760442	"Hummel M"	"Berlin"	13.41	52.52	"Germany"	185		16760442
16767698	"Noutomi Y"	"Yamaguchi-shi"	131.47	34.19	"Japan"	70		16767698
16772116	"White JS"	"Morgantown"	-79.96	39.63	"United States"	10		16772116
16779802	"Rozeman LB"	"Leiden"	4.5	52.16	"The Netherlands"	21		16779802
16783165	"McCabe MG"	"Cambridge UK"	0.12	52.21	"United Kingdom"	41		16783165
16790082	"Goldstein M"	"Tel Aviv"	34.78	32.08	"Israel"	10		16790082
16803564	"Rinaldi A"	"Bellinzona"	9.02	46.19	"Switzerland"	45		16803564
16804916	"Chen QR"	"Gaithersburg"	-77.2	39.14	"United States"	49		16804916
16806294	"Alrawi SJ"	"Buffalo"	-93.87	45.17	"United States"	34		16806294
16818693	"Ribeiro FR"	"Porto"	-8.61	41.15	"Portugal"	71		16818693
16820897	"Ishiguro M"	"Fukuoka-shi"	130.42	33.61	"Japan"	2		16820897
16820925	"Stembalska A"	"Wroclaw"	17.03	51.1	"Poland"	52		16820925
16823893	"Natrajan R"	"Sutton"	-0.2	51.35	"United Kingdom"	76		16823893
16863508	"Kawanishi H"	"Sakyo Ward"	135.78	35.05	"Japan"	20		16863508
16864856	"Rücker FG"	"Ulm"	9.99	48.4	"Germany"	60		16864856
16865685	"Bosga-Bouwer AG"	"Groningen"	6.57	53.22	"The Netherlands"	11		16865685
16897746	"Bergamaschi A"	"Oslo"	10.75	59.91	"Norway"	89		16897746
16899659	"Peiffer DA"	"San Diego"	-117.16	32.72	"United States"	102		16899659
16908931	"Curtin JA"	"San Francisco"	-122.42	37.77	"United States"	102		16908931
16909113	"Weber RG"	"Bonn"	7.1	50.73	"Germany"	59		16909113
16914566	"Hahtola S"	"Helsinki"	24.94	60.17	"Finland"	6		16914566
16936777	"Jong K"	"Amsterdam"	4.89	52.37	"Netherlands"	373		16936777
16938566	"Larramendy ML"	"Helsinki"	24.94	60.17	"Finland"	14		16938566
16953671	"Kimmel RR"	"Seattle"	-122.33	47.61	"United States"	43		16953671
16954721	"Pyakurel P"	"Stockholm"	18.06	59.33	"Sweden"	27		16954721
16958102	"Spitz R"	"Koeln"	6.95	50.93	"Germany"	90		16958102
16959697	"Gebert C"	"Muenster"	7.63	51.96	"Germany"	25		16959697
16960149	"Mestre-Escorihuela C"	"Valencia"	-0.38	39.47	"Spain"	48		16960149
16965948	"Helou K"	"Goeteborg"	11.97	57.71	"Sweden"	33		16965948
16965953	"Yoshimoto M"	"Toronto"	-79.42	43.7	"Canada"	8		16965953
16966431	"Tso CL"	"Los Angeles"	-118.24	34.05	"United States"	4		16966431
16968546	"De Bortoli M"	"Houston"	-95.36	29.76	"United States"	71		16968546
16974079	"Levan K"	"Goeteborg"	11.97	57.71	"Sweden"	98		16974079
16979954	"Steinemann D"	"Hannover"	9.73	52.37	"Germany"	34		16979954
16982739	"Meza-Zepeda LA"	"Oslo"	10.75	59.91	"Norway"	19		16982739
17002787	"Ruano Y"	"Toledo"	-4.02	39.86	"Spain"	20		17002787
17011066	"Yakut T"	"Bursa"	29.08	40.19	"Turkey"	45		17011066
17011984	"Vauhkonen H"	"Helsinki"	24.94	60.17	"Finland"	15		17011984
17011986	"Valladares A"	"Mexico City"	-99.13	19.43	"Mexico"	10		17011986
17016576	"Saito S"	"Tsukuba"	140.1	36.2	"Japan"	12		17016576
17016719	"Kuhnen C"	"Bochum"	7.22	51.48	"Germany"	1		17016719
17018597	"Kotliarov Y"	"Bethesda"	-77.1	38.98	"United States"	178		17018597
17030195	"Poon TC"	"Hong Kong"	114.16	22.29	"China"	158		17030195
17032499	"Cerveira N"	"Porto"	-8.61	41.15	"Portugal"	59		17032499
17044047	"Lo KC"	"Buffalo"	-93.87	45.17	"United States"	26		17044047
17044049	"Thorns C"	"Luebeck"	10.69	53.87	"Germany"	61		17044049
17044060	"Kim SW"	"Seoul"	126.98	37.57	"Korean Republic"	17		17044060
17044061	"Habermann JK"	"Bethesda"	-77.1	38.98	"United States"	52		17044061
17053054	"Pfeifer D"	"Freiburg"	7.85	48	"Germany"	70		17053054
17068154	"Dijkman R"	"Leiden"	4.5	52.16	"The Netherlands"	11		17068154
17068744	"Jonkers YM"	"Maastricht"	5.69	50.85	"The Netherlands"	27		17068744
17069589	"Wang LD"	"Xinxiang"	113.87	35.31	"China"	68		17069589
17072825	"Wild PJ"	"Hamburg"	10.02	53.58	"Germany"	14		17072825
17085649	"Trautmann K"	"San Francisco"	-122.42	37.77	"United States"	46		17085649
17086101	"Jones DT"	"Cambridge UK"	0.12	52.21	"United Kingdom"	44		17086101
17087931	"Kim MY"	"Seoul"	126.98	37.57	"Korean Republic"	59		17087931
17099711	"Stransky N"	"Paris"	2.35	48.85	"France"	57		17099711
17109992	"Choi YW"	"Seoul"	126.98	37.57	"Korean Republic"	14		17109992
17114236	"Maher EA"	"Boston"	-71.06	42.36	"United States"	37		17114236
17114655	"Modena P"	"Milano"	9.19	45.46	"Italy"	22		17114655
17116491	"Nair P"	"San Antonio"	-98.49	29.42	"United States"	6		17116491
17117014	"Vaghefi P"	"Paris"	2.35	48.85	"France"	28		17117014
17117405	"Buffart TE"	"Amsterdam"	4.89	52.37	"Netherlands"	46		17117405
17120309	"Schick B"	"Erlangen"	11.01	49.59	"Germany"	29		17120309
17121884	"Reis-Filho JS"	"London"	-0.13	51.51	"United Kingdom"	13		17121884
17121889	"Hicks DG"	"Cleveland"	-84.88	35.16	"United States"	47		17121889
17122649	"van Dieren JM"	"Rotterdam"	4.48	51.92	"The Netherlands"	13		17122649
17123091	"Korshunov A"	"Moscow"	37.62	55.75	"Russia"	20		17123091
17124412	"Jonkers YM"	"Maastricht"	5.69	50.85	"The Netherlands"	30		17124412
17133270	"Pierga JY"	"London"	-0.13	51.51	"United Kingdom"	61		17133270
17142309	"Hicks J"	"Cold Spring Harbor"	-73.47	40.86	"United States"	243		17142309
17143621	"Lassmann S"	"Freiburg"	7.85	48	"Germany"	22		17143621
17145858	"Natrajan R"	"Sutton"	-0.2	51.35	"United Kingdom"	68		17145858
17149949	"Aguilera NS"	"Washington"	-89.41	40.7	"United States"	8		17149949
17157791	"Neve RM"	"San Francisco"	-122.42	37.77	"United States"	53		17157791
17157792	"Chin K"	"San Francisco"	-122.42	37.77	"United States"	145		17157792
17161458	"Flordal Thelander E"	"Stockholm"	18.06	59.33	"Sweden"	35		17161458
17167180	"Ghadimi BM"	"Goettingen"	9.93	51.53	"Germany"	36		17167180
17167181	"Carvalho B"	"Amsterdam"	4.89	52.37	"Netherlands"	24		17167181
17167184	"Skotheim RI"	"Oslo"	10.75	59.91	"Norway"	22		17167184
17170743	"Berglund M"	"Stockholm"	18.06	59.33	"Sweden"	58		17170743
17171680	"Chen W"	"Singapore"	103.85	1.29	"Singapore"	37		17171680
17171682	"Lombardi L"	"Milano"	9.19	45.46	"Italy"	17		17171682
17171690	"Wozniak A"	"Leuven"	4.7	50.88	"Belgium"	66		17171690
17172831	"Clifford SC"	"Newcastle upon Tyne"	-1.61	54.97	"United Kingdom"	19		17172831
17175374	"Szuhai K"	"Leiden"	4.5	52.16	"The Netherlands"	1		17175374
17175381	"Schaub R"	"Zurich"	8.55	47.37	"Switzerland"	2		17175381
17175386	"Hallor KH"	"Lund"	13.19	55.71	"Sweden"	1		17175386
17189400	"Natrajan R"	"Sutton"	-0.2	51.35	"United Kingdom"	76		17189400
17196995	"Bartos JD"	"New York City"	-74.01	40.71	"United States"	33		17196995
17199928	"Ouyang L"	"Shenyang"	123.43	41.79	"China"	21		17199928
17203188	"Vranová V"	"Brno"	16.61	49.2	"Czech Republic"	18		17203188
17210682	"Grade M"	"Goettingen"	9.93	51.53	"Germany"	32		17210682
17210724	"Gratias S"	"Essen"	7.01	51.46	"Germany"	2		17210724
17213017	"Rennstam K"	"Lund"	13.19	55.71	"Sweden"	2		17213017
17213021	"Carr J"	"Newcastle upon Tyne"	-1.61	54.97	"United Kingdom"	6		17213021
17213022	"Karlsson E"	"Goeteborg"	11.97	57.71	"Sweden"	64		17213022
17217626	"Paris PL"	"San Francisco"	-122.42	37.77	"United States"	10		17217626
17219381	"Yildiz-Sezer S"	"Innsbruck"	11.39	47.26	"Austria"	10		17219381
17220660	"Schick B"	"Erlangen"	11.01	49.59	"Germany"	1		17220660
17222254	"Rickert CH"	"Muenster"	7.63	51.96	"Germany"	10		17222254
17226762	"Gunawan B"	"Goettingen"	9.93	51.53	"Germany"	203		17226762
17227125	"Finn S"	"Boston"	-71.06	42.36	"United States"	11		17227125
17228264	"Ware ML"	"San Francisco"	-122.42	37.77	"United States"	22		17228264
17229543	"Yang S"	"Seoul"	126.98	37.57	"Korean Republic"	30		17229543
17233815	"Loukopoulos P"	"San Antonio"	-98.49	29.42	"United States"	44		17233815
17234794	"Climent J"	"Valencia"	-0.38	39.47	"Spain"	185		17234794
17235717	"Schleicher C"	"Muenster"	7.63	51.96	"Germany"	33		17235717
17237825	"Strefford JC"	"Southampton"	-1.4	50.9	"United Kingdom"	48		17237825
17242705	"Harada T"	"London"	-0.13	51.51	"United Kingdom"	23		17242705
17243162	"Meyer S"	"Manchester"	-2.24	53.48	"United Kingdom"	3		17243162
17243165	"Narayan G"	"New York City"	-74.01	40.71	"United States"	29		17243165
17260012	"Jönsson G"	"Lund"	13.19	55.71	"Sweden"	47		17260012
17267813	"Oosting J"	"Leiden"	4.5	52.16	"The Netherlands"	4		17267813
17268525	"Tyybäkinoja A"	"Helsinki"	24.94	60.17	"Finland"	25		17268525
17276656	"Coe BP"	"Vancouver"	-123.12	49.25	"Canada"	2		17276656
17285580	"Trost D"	"Bonn"	7.1	50.73	"Germany"	70		17285580
17296973	"Salaverria I"	"Barcelona"	2.16	41.39	"Spain"	77		17296973
17298740	"Wu SS"	"Beijing"	116.4	39.91	"China"	16		17298740
17311676	"Kloth JN"	"Leiden"	4.5	52.16	"The Netherlands"	10		17311676
17315016	"Kuchinskaya E"	"Stockholm"	18.06	59.33	"Sweden"	9		17315016
17317953	"Kaur S"	"Helsinki"	24.94	60.17	"Finland"	9		17317953
17325662	"Nakaya K"	"Ehime"	132.77	33.84	"Japan"	1		17325662
17327916	"George RE"	"Boston"	-71.06	42.36	"United States"	22		17327916
17330260	"Assämäki R"	"Helsinki"	24.94	60.17	"Finland"	35		17330260
17332290	"Worley LA"	"st.louis"	-90.2	38.63	"United States"	20		17332290
17334353	"Laé M"	"Paris"	2.35	48.85	"France"	30		17334353
17334996	"Jönsson G"	"Lund"	13.19	55.71	"Sweden"	11		17334996
17338652	"Konkimalla VB"	"Heidelberg"	8.69	49.41	"Germany"	35		17338652
17343727	"Joosse SA"	"Amsterdam"	4.89	52.37	"Netherlands"	6		17343727
17344859	"Mullighan CG"	"Memphis"	-90.05	35.15	"United States"	242		17344859
17350464	"Selvarajah S"	"Toronto"	-79.42	43.7	"Canada"	3		17350464
17350466	"Pelz AF"	"Magdeburg"	11.63	52.13	"Germany"	1		17350466
17354231	"De Angelis PM"	"Oslo"	10.75	59.91	"Norway"	20		17354231
17361228	"Yamashita Y"	"Tochigi"	139.73	36.38	"Japan"	39		17361228
17363583	"Stark M"	"Herston"	153.02	-27.45	"Australia"	76		17363583
17367075	"Takahashi S"	"Tokyo"	139.69	35.69	"Japan"	6		17367075
17369134	"Korshunov A"	"Moscow"	37.62	55.75	"Russia"	3		17369134
17380298	"Park SC"	"Seoul"	126.98	37.57	"Korean Republic"	32		17380298
17380459	"Zhu YQ"	"Shanghai"	121.46	31.22	"China"	23		17380459
17387387	"Arslantas A"	"Eskisehir"	30.52	39.78	"Turkey"	68		17387387
17390041	"Yakut T"	"Bursa"	29.08	40.19	"Turkey"	37		17390041
17393978	"Price GR"	"Melbourne"	144.96	-37.81	"Australia"	116		17393978
17394638	"Wicker N"	"Illkirch-Graffenstaden"	7.72	48.53	"France"	19		17394638
17403304	"Xie D"	"Guangzhou"	113.25	23.12	"China"	41		17403304
17405156	"Corral Mdel P"	"Buenos Aires"	-58.38	-34.61	"Argentina"	1		17405156
17407575	"Fensterer H"	"Marburg"	8.77	50.8	"Germany"	19		17407575
17410523	"Balogh Z"	"Budapest"	19.04	47.5	"Hungary"	19		17410523
17417968	"Vincent-Salomon A"	"Paris"	2.35	48.85	"France"	59		17417968
17420988	"Purdie KJ"	"London"	-0.13	51.51	"United Kingdom"	18		17420988
17426248	"Olejniczak ET"	"North Chicago"	-87.84	42.33	"United States"	23		17426248
17435759	"Lahortiga I"	"Leuven"	4.7	50.88	"Belgium"	27		17435759
17440070	"Greshock J"	"Collegeville"	-75.45	40.19	"United States"	557		17440070
17440925	"Rodriguez V"	"Bethesda"	-77.1	38.98	"United States"	8		17440925
17443227	"Kuiper RP"	"Nijmegen"	5.84	51.81	"The Netherlands"	40		17443227
17452250	"Nair PN"	"San Antonio"	-98.49	29.42	"United States"	22		17452250
17465989	"Lo KC"	"Buffalo"	-93.87	45.17	"United States"	22		17465989
17470683	"Hirasaki S"	"Beppu"	131.5	33.28	"Japan"	23		17470683
17471469	"Lips EH"	"Leiden"	4.5	52.16	"The Netherlands"	78		17471469
17477385	"Ferrer A"	"Barcelona"	2.16	41.39	"Spain"	27		17477385
17484883	"Deleeuw RJ"	"Vancouver"	-123.12	49.25	"Canada"	30		17484883
17492756	"Fukuhara N"	"Nagoya-shi"	136.91	35.18	"Japan"	29		17492756
17492759	"Kim WS"	"Seoul"	126.98	37.57	"Korean Republic"	46		17492759
17495976	"Fitzgibbon J"	"London"	-0.13	51.51	"United Kingdom"	55		17495976
17515920	"Maser RS"	"Boston"	-71.06	42.36	"United States"	8		17515920
17516585	"Ng G"	"Cambridge UK"	0.12	52.21	"United Kingdom"	36		17516585
17522785	"Adesina AM"	"Texas City"	-94.9	29.38	"United States"	19		17522785
17525729	"Pospisilova H"	"Leuven"	4.7	50.88	"Belgium"	23		17525729
17533364	"?astowska M"	"Newcastle upon Tyne"	-1.61	54.97	"United Kingdom"	30		17533364
17553591	"Yen CC"	"Taipei"	121.53	25.05	"Taiwan"	31		17553591
17556070	"Heinrich UR"	"Mainz"	8.28	49.98	"Germany"	22		17556070
17556075	"Kino M"	"Chiba"	140.12	35.6	"Japan"	13		17556075
17562259	"Ouyang L"	"Shenyang"	123.43	41.79	"China"	21		17562259
17579624	"Kawanishi H"	"Sakyo Ward"	135.78	35.05	"Japan"	24		17579624
17579628	"Schleiermacher G"	"Paris"	2.35	48.85	"France"	147		17579628
17584911	"Prochazkova M"	"Bordeaux"	-0.58	44.84	"France"	16		17584911
17592618	"Pfister S"	"Heidelberg"	8.69	49.41	"Germany"	10		17592618
17603634	"Ghazani AA"	"Toronto"	-79.42	43.7	"Canada"	23		17603634
17611568	"Tagawa H"	"Nagoya-shi"	136.91	35.18	"Japan"	80		17611568
17613536	"Davidsson J"	"Lund"	13.19	55.71	"Sweden"	10		17613536
17620293	"Zanazzi C"	"Rotterdam"	4.48	51.92	"The Netherlands"	2		17620293
17620294	"Lo KC"	"Buffalo"	-93.87	45.17	"United States"	30		17620294
17637744	"Tomioka N"	"Chiba"	140.12	35.6	"Japan"	236		17637744
17647283	"Mosse YP"	"Philadelphia"	-75.16	39.95	"United States"	82		17647283
17665342	"Nestler U"	"Giessen"	8.68	50.59	"Germany"	2		17665342
17667537	"Di Tommaso L"	"Milano"	9.19	45.46	"Italy"	3		17667537
17668415	"Nowee ME"	"Amsterdam"	4.89	52.37	"Netherlands"	28		17668415
17671120	"van den Broek GB"	"Amsterdam"	4.89	52.37	"Netherlands"	40		17671120
17672960	"Ying HC"	"Shenyang"	123.43	41.79	"China"	24		17672960
17681875	"Martin CL"	"Pittsburgh"	-80	40.44	"United States"	31		17681875
17690704	"Lilljebjörn H"	"Lund"	13.19	55.71	"Sweden"	17		17690704
17693187	"Scaruffi P"	"Genoa"	8.92	44.43	"Italy"	17		17693187
17694321	"Baumhoer D"	"Basel"	7.57	47.56	"Switzerland"	2		17694321
17696194	"Brazma D"	"London"	-0.13	51.51	"United Kingdom"	66		17696194
17699850	"Gorringe KL"	"Melbourne"	144.96	-37.81	"Australia"	31		17699850
17712417	"Kamradt J"	"Homburg"	7.34	49.33	"Germany"	11		17712417
17713554	"Dürig J"	"Essen"	7.01	51.46	"Germany"	11		17713554
17728785	"Wessendorf S"	"Ulm"	9.99	48.4	"Germany"	39		17728785
17786355	"Rodrigues R"	"Lisbon"	-9.13	38.72	"Portugal"	17		17786355
17804709	"Boonstra JJ"	"Rotterdam"	4.48	51.92	"The Netherlands"	5		17804709
17804737	"Kim JH"	"Ann Arbor"	-83.74	42.28	"United States"	62		17804737
17823928	"Kimm LR"	"Vancouver"	-123.12	49.25	"Canada"	21		17823928
17823929	"Michels E"	"Gent"	3.72	51.05	"Belgium"	107		17823929
17823930	"Evers C"	"Dusseldorf"	6.78	51.22	"Germany"	13		17823930
17846504	"Do JH"	"Chungju-si"	127.93	36.99	"Korean Republic"	1		17846504
17850661	"Yau C"	"Novato"	-122.57	38.11	"United States"	71		17850661
17854674	"Vauhkonen H"	"Helsinki"	24.94	60.17	"Finland"	10		17854674
17873899	"de Krijger RR"	"Rotterdam"	4.48	51.92	"The Netherlands"	5		17873899
17873900	"Berkhout M"	"Nijmegen"	5.84	51.81	"The Netherlands"	15		17873900
17875689	"Lapointe J"	"Stanford"	-122.17	37.43	"United States"	64		17875689
17893889	"Jones AM"	"London"	-0.13	51.51	"United Kingdom"	34		17893889
17899364	"Johnson N"	"Newcastle upon Tyne"	-1.61	54.97	"United Kingdom"	8		17899364
17901694	"Tyybakinoja A"	"Helsinki"	24.94	60.17	"Finland"	20		17901694
17901695	"Lundin C"	"Lund"	13.19	55.71	"Sweden"	3		17901695
17908964	"Guan Y"	"Berkeley"	-122.27	37.87	"United States"	30		17908964
17909028	"Johnson JE"	"Houston"	-95.36	29.76	"United States"	37		17909028
17925008	"Chin SF"	"Cambridge UK"	0.12	52.21	"United Kingdom"	220		17925008
17934521	"Ichimura K"	"Cambridge UK"	0.12	52.21	"United Kingdom"	108		17934521
17943972	"Korkola JE"	"New York City"	-74.01	40.71	"United States"	74		17943972
17952124	"Ferreira BI"	"Madrid"	-3.7	40.42	"Spain"	25		17952124
17952125	"Harada T"	"London"	-0.13	51.51	"United Kingdom"	27		17952125
17954265	"Holland H"	"Leipzig"	12.37	51.34	"Germany"	1		17954265
17968032	"Greshock J"	"King Of Prussia"	-75.4	40.09	"United States"	151		17968032
17981215	"Selvarajah S"	"Toronto"	-79.42	43.7	"Canada"	4		17981215
17983802	"Katoh H"	"Tokyo"	139.69	35.69	"Japan"	87		17983802
17985357	"Hahtola S"	"Helsinki"	24.94	60.17	"Finland"	10		17985357
18008368	"Bläker H"	"Heidelberg"	8.69	49.41	"Germany"	12		18008368
18030353	"Gondek LP"	"Cleveland"	-84.88	35.16	"United States"	38		18030353
18050305	"de Jong J"	"Rotterdam"	4.48	51.92	"The Netherlands"	5		18050305
18056178	"Lo KC"	"Buffalo"	-93.87	45.17	"United States"	49		18056178
18059402	"McIntyre A"	"Sutton"	-0.2	51.35	"United Kingdom"	72		18059402
18063510	"Huang KF"	"Taipei"	121.53	25.05	"Taiwan"	30		18063510
18066590	"Hes O"	"Plzen"	13.37	49.74	"Czech Republic"	2		18066590
18068535	"Woo KS"	"San Luis Potosi"	-100.98	22.15	"Mexico"	1		18068535
18071362	"Hallor KH"	"Lund"	13.19	55.71	"Sweden"	30		18071362
18074030	"Iwamoto K"	"Saitama"	139.66	35.91	"Japan"	40		18074030
18077431	"Beroukhim R"	"Cambridge"	-71.11	42.38	"United States"	154		18077431
18089774	"Jacinto FV"	"Madrid"	-3.7	40.42	"Spain"	116		18089774
18089785	"Adélaïde J"	"Marseille"	5.38	43.3	"France"	93		18089785
18095118	"Kagawa N"	"Osaka-shi"	135.5	34.69	"Japan"	13		18095118
18159071	"Bollet MA"	"Paris"	2.35	48.85	"France"	44		18159071
18160777	"Savola S"	"Helsinki"	24.94	60.17	"Finland"	37		18160777
18160780	"Vauhkonen H"	"Helsinki"	24.94	60.17	"Finland"	15		18160780
18160781	"Lindholm PM"	"Helsinki"	24.94	60.17	"Finland"	26		18160781
18161050	"Schlaeger C"	"Heidelberg"	8.69	49.41	"Germany"	67		18161050
18166798	"Fernàndez V"	"Barcelona"	2.16	41.39	"Spain"	38		18166798
18167341	"Lee J"	"Bethesda"	-77.1	38.98	"United States"	4		18167341
18172304	"Sabatino M"	"Bethesda"	-77.1	38.98	"United States"	16		18172304
18188592	"Micci F"	"Oslo"	10.75	59.91	"Norway"	5		18188592
18189161	"Lv S"	"Tianjin"	117.18	39.14	"China"	36		18189161
18190236	"Vranova V"	"Brno"	16.61	49.2	"Czech Republic"	26		18190236
18193277	"Schipf A"	"Luzern"	8.31	47.05	"Switzerland"	30		18193277
18199546	"Adler AS"	"South San Francisco"	-122.41	37.65	"United States"	3		18199546
18201742	"Hsu LI"	"Taipei"	121.53	25.05	"Taiwan"	48		18201742
18212743	"Kwei KA"	"Stanford"	-122.17	37.43	"United States"	128		18212743
18213629	"Aitchison AA"	"Cambridge UK"	0.12	52.21	"United Kingdom"	20		18213629
18215105	"Cloughesy TF"	"Los Angeles"	-118.24	34.05	"United States"	15		18215105
18219109	"Friedrich K"	"Dresden"	13.74	51.05	"Germany"	126		18219109
18223555	"Petri BJ"	"Rotterdam"	4.48	51.92	"The Netherlands"	51		18223555
18227702	"van Gils W"	"Rotterdam"	4.48	51.92	"The Netherlands"	1		18227702
18231634	"Junker K"	"Jena"	11.59	50.93	"Germany"	91		18231634
18237450	"Heidenblad M"	"Lund"	13.19	55.71	"Sweden"	38		18237450
18246043	"Rund CR"	"Pittsburgh"	-80	40.44	"United States"	12		18246043
18246049	"Monzon FA"	"Pittsburgh"	-80	40.44	"United States"	20		18246049
18253961	"Rabin KR"	"Houston"	-95.36	29.76	"United States"	50		18253961
18275429	"Salaverria I"	"Barcelona"	2.16	41.39	"Spain"	74		18275429
18281524	"Stephan EA"	"Phoenix"	-112.07	33.45	"United States"	25		18281524
18286482	"Haruta M"	"Saitama"	139.66	35.91	"Japan"	25		18286482
18292934	"Krona C"	"Goeteborg"	11.97	57.71	"Sweden"	2		18292934
18295659	"Maire G"	"Toronto"	-79.42	43.7	"Canada"	1		18295659
18295661	"Shen H"	"Nanjing"	118.78	32.06	"China"	3		18295661
18295662	"Mensink HW"	"Rotterdam"	4.48	51.92	"The Netherlands"	46		18295662
18311490	"Belaud-Rotureau MA"	"Bordeaux"	-0.58	44.84	"France"	21		18311490
18311747	"Tanaka S"	"Tokyo"	139.69	35.69	"Japan"	19		18311747
18311775	"Steinemann D"	"Hannover"	9.73	52.37	"Germany"	50		18311775
18314908	"Han W"	"Seoul"	126.98	37.57	"Korean Republic"	118		18314908
18316590	"Camps J"	"Bethesda"	-77.1	38.98	"United States"	29		18316590
18320023	"Gallegos Ruiz MI"	"Amsterdam"	4.89	52.37	"Netherlands"	32		18320023
18323782	"North JP"	"San Francisco"	-122.42	37.77	"United States"	1		18323782
18328560	"Usvasalo A"	"Helsinki"	24.94	60.17	"Finland"	54		18328560
18328944	"Kang JU"	"Taejeon"	127.38	36.35	"Korean Republic"	36		18328944
18332873	"Bernheim A"	"Villejuif"	2.36	48.79	"France"	17		18332873
18335499	"Haverty PM"	"South San Francisco"	-122.41	37.65	"United States"	51		18335499
18337827	"Hahtola S"	"Helsinki"	24.94	60.17	"Finland"	6		18337827
18339684	"Ruosaari ST"	"Helsinki"	24.94	60.17	"Finland"	10		18339684
18350142	"Nagashima T"	"Yokohama"	139.64	35.45	"Japan"	1		18350142
18350619	"Qin YR"	"Zhengzhou"	113.65	34.76	"China"	67		18350619
18352813	"Faria C"	"Lisbon"	-9.13	38.72	"Portugal"	1		18352813
18360827	"Ehemann V"	"Heidelberg"	8.69	49.41	"Germany"	2		18360827
18366025	"Jiang M"	"Shanghai"	121.46	31.22	"China"	18		18366025
18367492	"Ferreira BI"	"Madrid"	-3.7	40.42	"Spain"	87		18367492
18371186	"Hoischen A"	"Bonn"	7.1	50.73	"Germany"	61		18371186
18375747	"Al-Mulla F"	"Kuwait City"	47.98	29.37	"Kuwait"	65		18375747
18379416	"Da Silva L"	"Brisbane"	153.03	-27.47	"Australia"	3		18379416
18380791	"Suzuki A"	"Tokyo"	139.69	35.69	"Japan"	24		18380791
18381933	"Vincent-Salomon A"	"Paris"	2.35	48.85	"France"	57		18381933
18382357	"Pardo J"	"Pamplona"	-1.64	42.82	"Spain"	3		18382357
18382360	"Prat E"	"Barcelona"	2.16	41.39	"Spain"	13		18382360
18383208	"Bettendorf O"	"Muenster"	7.63	51.96	"Germany"	21		18383208
18394558	"Wiedemeyer R"	"Boston"	-71.06	42.36	"United States"	11		18394558
